Category Name,letter,image name1,image 2,image 3,image 4,note
Validation of Debt (Alternate 3),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: Acct # {account_number}

To Whom It May Concern:

I.am sending this letter to you in response to the notice I received from you on (date of letter). Please be
advised that this is not a refusal to pay, but a notice sent pursuant to the Fair Debt Collection Practices
Act, 15 USC 16929 Sec. 809 (b) that your claim is disputed and validation is requested.

This is NOT a request for ‘verification’ or proof of my mailing address, but a request for 'VALIDATION'
made pursuant to the above named Title and Section. I respectfully request that your office provide me
with factual evidence that I have any legal obligation to pay you.

Please provide me with the following:

-What the money you say I owe is for;

-Explain and show me how you calculated what you say I owe;

-Provide me with copies of any papers that show | agreed to pay what you say I owe;

-Provide a verification or copy of any judgment if applicable;
-Identify the original creditor;
-Prove the Statute of Limitations has not expired on this account;
-Show me that you are licensed to collect in my state; and

-Provide me with your license numbers and Registered Agent.

If your offices have reported invalidated information to any of the three major Credit Bureau's (Equifax,
Experian or TransUnion), said action might constitute fraud under both Federal and State Laws. Due to
this fact, if any negative mark is found on any of my credit reports by your company or the company that
you represent I will not hesitate to bring legal action against you for the following:

-Violation of the Fair Credit Reporting Act

-Violation of the Fair Debt Collection Practices Act

-Defamation of Character

If your offices are able to provide the proper documentation as requested, I will require at least 30 days to
investigate this information and during such time all collection activity must cease and desist.

Also during this validation period, if any action is taken which could be considered detrimental to any of my
credit reports, I will consult with my legal counsel. This includes any information to a credit reporting
repository that could be inaccurate or invalidated or verifying an account as accurate when in fact there is
no provided proof that it is.

If your offices fail to respond to this validation request within 30 days from the date of your receipt, all
references to this account must be deleted and completely removed from my credit file and a copy of such
deletion request shall be sent to me immediately.
I would also like to request, in writing, that no telephone contact be made by your offices to my home or to
my place of employment. If your offices attempt telephone communication with me, including but not
limited to computer generated calls or correspondence sent to any third parties, it will be considered
harassment and I will have no choice but to file suit. All future communications with me MUST be done in
writing and sent to the address noted in this letter.

This is an attempt to correct your records, any information obtained shall be used for that purpose.

Kind regards,

{client_signature}
",https://prnt.sc/251tbzq,https://prnt.sc/251tuq0,https://prnt.sc/251vnq2,,
Validation of Debt (Alternate 4),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{curr_date}

Re: {account_number}

To Whom It May Concern,

I am in receipt of your letter claiming that I owe your company for a debt. According to the Federal Fair
Debt Collection Practices Act, I have a right to have the alleged debt validated by you.

I have to date, received no proof that I owe your company any debt and I am requesting that you forward
to me full and proper documentation as evidence of this alleged debt. As per the FDCPA, it is a violation
for any debt collector to pursue collection activity on an account without notifying the debtor in writing
within 5 days after any communication. Additionally I am allowed 30 days to dispute the validity of the
debt. If you are unable to provide me with proper proof then you must stop attempting to collect this
alleged debt.

If you continue to claim I owe a debt that you cannot confirm with proof then you will be in direct violation
of the FDCPA_ Additionally, any attempt on your part to report this alleged debt to my credit reports will be
a violation of the Fair Credit Reporting Act.

Please forward your documentation to me upon receipt of this certified letter. Please note that proper
documentation is not a print out or bill from you but rather actual proof of the debt's existence.

Sincerely,
{client_signature}
",https://prnt.sc/251wkks,,,,
Validation of Debt (Alternate),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

Re: Remove Inaccurate Information from my Credit Reports. Account #{account_number}

{curr_date}

To Whom It May Concern,

This letter is a formal complaint that you are reporting inaccurate and incomplete credit information.

I am distressed that you have included the information below in my credit profile and that you have failed
to maintain reasonable procedures in your operations to assure maximum possible accuracy in the credit
reports you publish. Credit reporting laws ensure that bureaus report only 100% accurate credit
information. Every step must be taken to assure the information reported is completely accurate and
correct. The following information therefore needs to be re-investigated.

Account #{account_number}

{dispute_item_and_explanation}

I respectfully request to be provided proof of this alleged item, specifically the contract, note or other
instrument bearing my signature.

Failing that, the item must be deleted from the report as soon as possible. The listed item is entirely
inaccurate and incomplete, and as such represents a very serious error in your reporting. Please delete
this misleading information and supply a corrected credit profile to all creditors who have received a copy
within the last six months, or the last two years for employment purposes.

Additionally, please provide the name, address, and telephone number of each credit grantor or other
subscriber.

Under federal law, you have thirty (30) days to complete your re-investigation. Be advised that the
description of the procedure used to determine the accuracy and completeness of the information is
hereby requested as well, o be provided within fifteen (15) days of the completion of your re-investigation.
Sincerely,

{client_signature}
",https://prnt.sc/251xez8  ,https://prnt.sc/251xj2s,,,
Validation of Debt (Estoppel by Silence),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: Account number: {account_number}

To Whom It May Concern:

This certified letter, receiptnumber: ________is to formally advise you that I befieve your
company has violated several of my consumer rights. Specifically:

You failed to validate a debt at my request, which is a FDCPA violation and you continued to report a
disputed debt to the Credit Bureaus: another FCRA violation

Not only have you ignored my prior requests for validation of debt (proof attached: receipt copies or letter
copies) but you continue fo report this debt to the credit bureaus causing damage to my character. This
letter will again request that you follow the FDCPA and please provide the following

Validation of Debt Request

-Proof of your right to own/collect this alleged debt

-Balance claimed including all fees, interest and penalties

-Contract bearing my personal signature

As you may be aware, “Estoppel by Silence” legally means that you had a duty to speak but failed to do so
therefore, that must mean you agree with me that this debt is false_ I will use the Estoppel in my defense.

I expect to receive the proof requested above within 15 days of this letter. Should you again ignore my
request for validation of debt | reserve the right to sue your company for violations of my consumer rights
as specified under both the FDCPA and the FCRA. I may also seek damages from you if waranted.

Kind regards,

{client_signature}
",https://prnt.sc/251xzfw  ,https://prnt.sc/251yi7d,,,
Validation of Debt (Simple),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{curr_date}

Re: Account # {account_number}

To Whom It May Concern,

I dispute your claims in their entirety and | am requesting validation from you pursuant to the Fair Debt
Collection Practices Act, 15 USC 16929 Sec. 809 (8) (FDCPA).
Sincerely,

{client_signature}
",https://prnt.sc/251z4v8,,,,
Validation of Debt with Creditor Disclosure Statement,"{client_first_name} {client_last_name}

{client_address}

{client_previous_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{creditor_phone}

{curr_date}

Certified Mail No.:

Re: Inquiry dated ___: account no. {account_number}

To Whom It May Concern,

Thank you for your inquiry. This is not a refusal to pay, but a notice that I am disputing your claim and I am
requesting validation made pursuant to the Fair Debt Collection Practices Act.

Please complete and return the attached disclosure request form.

Understand that i am not requesting a “verification” that you have my mailing address, i am requesting a
“validation of debt;” i.e.; competent and valid evidence that i have some contractual obligation to pay you.
You may be aware that sending unsubstantiated demands for payment through the United States Mail
System might constitute mail fraud under federal and state law. As such, you may wish to consult with a
legal adviser before your next communication with me.
Your failure to satisfy this request within the requirements stated in the Fair Debt Collection Practices Act
will be construed as your absolute waiver of any and all claims against me, and your tacit agreement to
compensate me for costs and attorney fees.

{client_first_name} {client_last_name} (DO NOT SIGN)

CREDITOR DISCLOSURE STATEMENT

Name and Address of Collector (assignee):

Name and Address of Debtor:

Account Number(s):

What are the terms of assignment for this account? You may attach a facsimile of any records relating to
such terms.

Have any insurance claims been made by any creditor or assignee regarding this account? Yes / no
Has the purported balanced of this account been used in any tax deduction claim? Yes / no

Please list the exact products or/or services sold by the collector to the debtor and the dollar amount of
each:

Upon failure or refusal of collector to validate this collection action, collector agrees to waive all claims
against the debtor named herein and pay debtor for all costs and attorney fees involved in defending this
collection action.

X, — 

Authorized signature for Collector Date

Printed name

Please return this completed form and attach all assignment or other transfer agreements that would
establish your right to collect this debt.

Your claim cannot be considered if any portion of this form is not completed and returned with the required
documents. This is a request for validation made pursuant to the Fair Debt Collection Practices Act. If you
do not respond as required by this law, your ciaim will not be considered and you may be liable for
damages for continued collection efforts.





",https://prnt.sc/251ztje,https://prnt.sc/25201pb,https://prnt.sc/252062i,Not Found ,
Validation of Debt with Creditor Disclosure Statement (Alternate),"{client_first_name} {client_last_name}

{client_address}

{client_previous_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{creditor_phone}

{curr_date}

To Whom It May Concern:

This letter is sent to you in response to a notice sent to me on (Date) or in response to a listing on my
credit report (CHOOSE THE ONE APPROPRIATE FOR YOUR SPECIFIC SITUATION). Be advised that
this is not a refusal to pay, but a notice sent pursuant to the Fair Debt Collection Practices Act, 15 USC
16929 Sec. 809 (8), stating your claim is disputed and validation is requested.

This is NOT a request for “verification” or proof of my mailing address, but a request for VALIDATION
made pursuant to the above named Titie and Section. I respectfully request your offices provide me with
‘competent evidence that I have any legal obligation to pay you.

At this time I will also inform you that if your offices have reported invalidated information to any of the 3
major Credit Bureaus (Equifax, Experian or TransUnion) this action might constitute fraud under both
Federal and State Laws. Due to this fact, if any negative mark is found on any of my credit reports by your
ccompany or the company that you represent, I will not hesitate in bringing legal action against you and
your client for the following:

Violation of the Fair Credit Reporting Act

Violation of the Fair Debt Collection Practices Act

Defamation of Character

If your offices are able to provide the proper documentation as requested in the following Declaration, I will
require at least 30 days to investigate this information, during which time all collection activity must cease
and desist. Also during this validation period, if any action is taken which could be considered detrimental
to any of my credit reports, I will consult with my legal counsel for suit. This includes any listing of any
information to a credit reporting repository that could be inaccurate or invalidated. If your office fails to
respond to this validation request within 30 days from the date of your receipt, all references to this
account must be deleted and completely removed from my credit file and a copy of such deletion request
shall be sent to me immediately.

(OPTIONAL CEASE & DESIST) I would also like to request, in writing, that no further telephone contact be
made by your offices to my home or to my place of employment. If your offices continue to attempt
telephone communication with me it will be considered harassment and I will have no choice but to file
suit. All future communications with me MUST be done in writing and sent to the address noted in this
letter.

It would be advisable that you and your client assure that your records are in order before I am forced to
take legal action.

Best Regards,

{client_first_name} {client_last_name} (DO NOT SIGN)

CREDITOR/DEBT COLLECTOR DECLARATION

Please provide all of the following information and submit the appropriate forms and paperwork within 30
days from the date of your receipt of this request for validation.

Name and Address of Alleged Creditor:
Name on File of Alleged Debtor:
",https://prnt.sc/2521j0f ,https://prnt.sc/2521r9f,,,Not Found 
Validation of Debt with Creditor Disclosure Statement) (Alternate 2),"{client_first_name} {client_last_name}

{client_address}

{client_previous_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{creditor_phone}

{curr_date}

To Whom It May Concern:

Re: Acct # XOOOK-X00X-XXXK-XXXX

To Whom It May Concern:

This letter is sent to you in response to a notice sent to me on (Date) or in response to a listing on my
credit report (CHOOSE THE ONE APPROPRIATE FOR YOUR SPECIFIC SITUATION). This is not a
refusal to pay, but a notice that your claim is disputed.

Pursuant to the Fair Debt Collection Practices Act, 15 USC 16929 Sec. 809 (8) (FDCPA), I have the right
to request validation of the debt you say I owe you. I am requesting proof that I am indeed the party you
are asking to pay this debt, and there is some contractual obligation which is binding on me to pay this
debt.

Your attorney or legal staff will agree that compliance with this request is required under State and Federal
Statutes.

In addition to the questionnaire below, please attach copies of.
Agreement with your client that grants you the authority to collect on this alleged debt, or proof of acquisition by purchase or assignment.
Agreement that bears the signature of the alleged debtor wherein he or she agreed to pay the creditor.
Also, please be advised this letter is not only a formal dispute, but a request for you to cease and desist
any and all collection activities.
I require compliance with the terms and conditions of this letter within 30 days. or a complete withdrawal,
in writing, of any claim.
In the event of noncompliance, I reserve the right to file charges and/or complaints with appropriate
County, State & Federal authorities the BBB and State Bar associations for violations of the FDCPA,
FCRA, and Federal and State statutes on fraudulent extortion
I also hereby reserve my right to take private civil action against you to recover damages.
Sincerely,
{client_first_name} {client_last_name} (DO NOT SIGN)
DEBT VALIDATION FORM
Please provide all of the following information and submit the appropriate forms and paperwork within 30
days from the date of your receipt of this request for validation.
Account #:
Original Creditor's Name:

- Name of Debto-
Address of Debtor

Balance of Account:

Date you acquired this debt:

This Debt was: assigned __purchased___

Please indicate the credit bureaus which you have reported this account to:
Experian:

Equifax:

TransUnion:

Other:


",https://prnt.sc/2522go9,https://prnt.sc/2522o0c,https://prnt.sc/2522rak,,Not Found 
Validation of Medical Debt (HIPAA Request),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Amount of debt: Date of Service: Provider of Service:

To Whom It May Concern,

I received a bill from you on [insert date] and as allowable under the Fair Debt Collections Practices Act, I
‘am requesting validation of the alleged debt I am aware that there is a debt from [name of doctor, hospital,
clinic, etc] but I am unaware of the amount due and your bill does not include a detailed breakdown of any
fees.

Furthermore, I am allowed under the HIPAA law (Health Insurance Portability and Accountability Act of
1996) to protect my privacy and medical records from third parties. I do not recall giving permission to
[name of provider] for them to release my medical information to a third party. I understand that the HIPAA
does allow for limited information about me but any details may only be revealed with the patients
authorization, therefore my request is twofold and as follows:

Validation of Debt and HIPAA authorization

- Please provide a breakdown of fees including any and all collection costs and medical charges

- Please provide a copy of my signature with the provider of service to release my medical information to
you

- Immediately cease any credit bureau reporting until debt has been validated by me

Please send this information to my address listed above and accept this letter, sent certified mail, as my
formal debt validation request, of which I am allowed under the FDCPA.

Please note that withholding the information you received from any medical provider in an attempt to be
HIPAA compliant will be a violation of the FDCPA because you will be deceiving me after my written
request. I am requesting full documentation of what you received from the provider of service in
connection with this alleged debt.

Furthermore, any reporting of this debt to the credit bureaus prior to allowing me to validate it may be a
violation of the Fair Credit Reporting Act, which can allow me to seek damages from a collection agent.
I await your reply with the above requested proof. Upon receiving it, I will correspond back with you by
certified mail.

Kind regards,

{client_signature}
",https://prnt.sc/2523mhp   ,,,,
Warning of Expired Statute of Limitations,"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{curr_date}

RE: Account number {account_number}

To Whom It May Concern,

Please be advised that you are attempting to collect on an expired debt. I am invoking my right to cease
you, based on factual law that this debt in question is legally expired under the Statute of Limitations.
Accordingly, I am requesting that you do not attempt to collect this expired debt, and should you seek legal
recourse I will invoke my right of the expired statute as a valid defense.

Additionally any attempts to harm my credit rating by updating or changing dates after you have been
informed that the debt is expired, are a direct violation of the FDCPA.

Any abuse to my credit rating on your part will be met with all recourse available to me.

I am aware of how long items may remain on my credit reports and any attempt to extend the reporting
time will be investigated by me, and reported to the American Collectors Association and my State
Attorney General.
I am completely aware of how long the debt is legally collectable and how long it is legally reportable. I
realize a debt is allowed to be reported to my credit for 7 years, and my research has shown me that often
a collection agency will reset the date of original charge off to the date they purchased it, thus trying to
extend the reporting time in an attempt to force a consumer into paying it. I am informing you of this
knowiledge so that you may do the right thing.
I have no intention of renewing the expired statute of limitations, so please stop wasting your time
contacting me.

I expect this will be the last time I hear from you.

Sincerely,

{client_signature}
",https://prnt.sc/25256zc ,https://prnt.sc/25259va,,,
Warning of VOD refusal and FDCPA violations,"{client_first_name} {client_last_name}
{client_address}
{creditor_name}
{creditor_address}
{creditor_city} {creditor_state} {creditor_zip}
{curr_date}
Re: {account_number}
To Whom It May Concern,
Please be apprised that you are in direct violation of the Fair Debt Collections Practices Act. In my opinion
you have violated at least three sections of this act by:

« Failing to validate a debt as allowed to the debtor under 15 USC 1692 (g) Section 809 (b)

« Communicating with a debtor after receiving a cease and desist certified mail under 15 USC 1692
(g) Section 805 (c)
« Harassment of alleged debtor under the ""abuse & harassment” subsection of the statute, USC 1692
(g) Section 806 (5)

I have complete and thorough records of your violations and I am prepared to protect myself and my rights
from unscrupulous collection agencies.
In (EXACT DATE), I sent by certified mail (receipt number: (CERTIFIED MAIL RECEIPT NUMBER), a
request for your office to provide me with proof and evidence of the debt you alleged I owed, and I did so
within 30 days of receiving your first notice. In that same letter I also included my cease and desist
instructions.

After verified delivery of my letter (via your office’s signature), you proceeded to mail a simple bill which is
NOT considered a ""validation of debt” by any means. You may wish to familiarize yourself with what is
required when validating a debt.
Your office also proceeded to contact me by phone after the delivery and acceptance of my certified letter.
Contacting a person after a cease and desist can lead to serious trouble for your agency including
damages of up to $1000.00 per incident.

I highly doubt that this S(ENTER AMOUNT OF DEBT) debt is worth your agency’s license and the fees
and penalties for violations of the FDCPA.

There is no question that you willfully violated my rights and that I could bring charges against you
immediately. However, I am assuming this has been a terrible mistake on your part and that you will take
appropriate steps to enlighten yourself and your staff of such dangerous actions.

I will also be checking my credit report to see if you have willfully reported an unverified and disputable
debt to the credit bureaus. If so, that will be a violation of the Fair Credit Reporting Act. I will state again in
this certified mailing that you have failed to verify the debt as accurate, you have provided no proof of this
alleged debt, and I must remind you again to not contact me in any way via phone or mail in reference to
collecting this debt.

If I receive anything other than absolute proof from you, provided by the original creditor, I will assume you
are harassing me and ignoring my cease and desist, and I will take action against you for these continued
violations and abuse.

Sincerely,

{client_signature}

",https://prnt.sc/2525o84   ,https://prnt.sc/2525tvz,,,
Warning Violation for Expired Debt Collection,"{client_first_name} {ciient_last_name}
{client_address} 
{creditor_name}
{creditor_address} 
{creditor_city} {creditor_state} {creditor_zip} 
{curr_date}
Re: {account_number}
To Whom It May Concern,
In reviewing my credit reports, | came across a debt item that was listed incorrectly. | disputed this account
1o the credit bureaus and they confirmed it was verified as accurate by you. 
| am aware of the rights | have and am requesting that you immediately remove the debt from my credit
reports or you may face damages by reporting inaccurate data to a credit reporting agency. (See the 3
FCRA) This debt is listed as a charge off, with a last date of activityof ___________ You are reporting 
the charge off date as the date you purchased the debt instead of the actual charge off date. This is a 
clear violation of the Fair Credit Reporting Act, as it is clearly stated that “no debt may be reported to a 
consumers’ credit file for any longer than 7 years from the date of first serious delinquency or charge off *
Because you have altered the charge off date as the date you purchased it, you are committing fraud. I
have informed the credit bureaus of this, and have asked for a second verification. When that verification 
comes to you, I suggest you follow the law and report the true facts. In addition to this debt being over the 
allowed time to report (7 years) it has also passed the statute of limitations to collect I have no intention of
paying this old expired debt and | am informing you of this now.
Should you attempt to report or collect this expired debt, I will contact my Attorney General and fill out a
complaint to the Federal Trade Commission, and I will take steps to collect damages from you of up to
$1.000.00. I believe | have a case against you for violating sections of the FDCPA and FCRA should you
continue.

Sincerely,

{client_signature}
",https://prnt.sc/2526ddn,https://prnt.sc/259t8oo,,,
Warning Violation for Expired Debt Collection (Alternate),"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{curr_date}

Re: {account_number}

To Whom It May Concern,

Please be advised that you are attempting to collect on an expired debt. I am invoking my right to cease
you, based on factual law that this debt in question is legally expired under the Statute of Limitations.
Accordingly, I am requesting that you do not attempt to collect this expired debt, and should you seek legal
recourse I will invoke my right of the expired statute as a valid defense.

Additionally any attempts to harm my credit history and rating by updating or changing dates after you
have been informed that the debt is expired, is a direct violation of the FDCPA. Any abuse to my credit
rating on your part will be met with all recourse available to me by the law.

I.am aware of how long items may remain on my credit reports and any attempt to extend the reporting
time will be investigated by me, and reported to my State Attorney General and the American Collectors
Association.
I am completely aware of how long the debt may be legally collectable and how long it may be legally
reportable. I realize a debt is allowed to be reported on my credit history for no longer than 7 years, and
my research has shown me that often a collection agency will reset the date of original charge off to the
date they purchased it, thus trying to extend the reporting time in an attempt to force a consumer into
paying it. I am informing you of this knowledge so that you may do the right thing

I have no intentions of renewing the expired statute of limitations, so please stop wasting your time
contacting me. I expect this will be the last time I hear from you.

Sincerely,
{client_signature}
",https://prnt.sc/2526w3e  ,https://prnt.sc/25271ej,,,
Basic Dispute for Collections,"{client_first_name} {client_last_name}

{client_address}

{ss_number}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: Dispute of Collections Action: Case #{account_number}.

To Whom It May Concem:

| received a copy of my credit report and found the following errors. See the attached copy of my credit
report; the errors have been highlighted. Here as follows is error:

{creditor_name}

Account #{account_number}

{dispute_item_and_explanation}

I.am hereby requesting that you confirm the fact that I owe this debt as required by any applicable state
and federal laws. Please contact the creditor to obtain verification.

In addition, under the provisions of state and federal Fair Debt Collection Practices Act (FDCPA), Fair
Credit Reporting Act (FCRA), and related consumer statutes, I am hereby instructing you to cease
collection of the debt while efforts are made to obtain verification. Until you resolve this error with the
creditor, you should neither contact me nor anyone else except the creditor about this collection.
Furthermore, any reporting of this matter to credit reporting agencies is premature. Until you have
investigated my dispute, you should not relay negative information to a credit reporting agency. If negative
information has already been reported, you must notify the agency to remove said report until the
investigative process is over so that my credit report remains accurate, or at the very least, my credit
report should be updated to reflect my dispute.
‘Your next contact with me should be to either notice that the creditor has failed to provide verification of the
debt and that the matter has been closed or that you believe that this debt is valid and are providing proof 
of my responsibility. If the former, please confirm that I am not being held responsible for the debt in writing
and also that if the account has already been noted on my credit report, that you wiill contact the bureau(s) I
in question to have the account removed. If the latter, I expect that you will provide me with an explanation 
as to why you have decided not to remove this account from collections and a copy of all documents 
relevant to the debt such as the application, bills. records of communications and payments, and any other
data that indicates my responsibility.
I am instructing you not to contact any third parties such as my employer, neighbors, friends or family
members. In addition, you may not contact me by phone at work or at my home about this collection 
activity. All future correspondence should be sent to me in writing. 
Please acknowledge that you have received this notice within 14 days.
Sincerely,
{client_signature}
",https://prnt.sc/252mkzt   ,https://prnt.sc/252mosz,,,
Cease and Desist,"{client_first_name} {client_last_name}

{client_address}

(Collection Agency)

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

Atin: (PERSON OR DEPARTMENT THAT CONTACTED YOU)

{curr_date}

Re: Notice to Cease Contact, Case # (ENTER CASE NUMBER IF AVAILABLE, PLUS CREDITOR
INFORMATION AND ACCOUNT NUMBER)

To (PERSON WHOSE NAME APPEARS ON THE AGENCY'S NOTICE TO YOU):

(CHOOSE ONE)

Since approximately I have received several phone calls and letters from you
concerning an overdue account with the above-named creditor.

(OR)

On (date) I received written notice of the claimed debt, a copy of which is attached.

This is to give you notice to cease all contact with me or anyone else except the creditor about this
claimed debt. Accordingly, under 15 U.S.C. Sec. 1692c, this is my formal notice to you to cease all further
ccommunications with me. If you must contact me, please do so in writing and not by telephone.

I look forward to your acknowledgement that you have received this notice by [insert a date that is two
weeks from the date of this letter].
Sincerely,
{client_signature}

",https://prnt.sc/252msm8,,,,
Cease and Desist (Alternate 2),"{client_first_name} {client_last_name}

{client_address}

{client_previous_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{creditor_phone}

{curr_date}

Re: Account # {account_number}

To Whom It May Concem,

You are hereby notified under provisions of Public Laws 95-109 and 99-361, also known as the Fair Debt
Collection Practices Act. that your services are no longer desired.

Immediately cease and desist all attempts to collect the above debt. Failure to comply with this law will
result in my immediately filing a complaint with the Federal Trade Commission and the Attorney General of
[your state here]. Civil and criminal claims will also be pursued against you and your company.

Let this letter also serve as your waming that I may utilize telephone recording devices in order to
document any telephone conversations that we may have in the future.

Furthermore, if any negative information is placed on my credit bureau reports by your agency after receipt
of this notice, this will cause me to file suit against you and your organization, both personally and
corporately, to seek any and all legal remedies available to me by law.
It is my policy neither to recognize nor deal with collection agencies, and I will only settle this account with
the original creditor.

Sincerely,

{client_signature}
",https://prnt.sc/252mvsc,,,,
Cease and Desist (Alternate),"{client_first_name} {client_last_name}

{client_address}

{client_previous_address}

{creditor_name}

{creditor_address}

{creditor_city} {creditor_state} {creditor_zip}

{creditor_phone}

{curr_date}

Re: Account # {account_number}

To Whom It May Concem,

Pursuant to my rights under federal debt collection laws, I am requesting that you cease and desist
communication with me, as well as my family, friends or my employer, in relation to this or any other
alleged debts you claim I owe.

You are hereby notified that if you do not comply with this request, I will immediately file a complaint with
the Federal Trade Commission and the Attorney General of [your state here]. Civil and criminal claims will
also be pursued.

Sincerely,

{client_signature}
",https://prnt.sc/252n00w,,,,
Complaint about Harassment,"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Name(s) on account: Test Test test

Account number: {account_number}

Date loan/debt incurred: (DATE)

Original loan/debt amount: (ORIGINAL AMOUNT OF LOAN/DEBT)

Amount past due: (AMOUNT CURRENTLY PAST DUE)

Re: Collection agency: {creditor_name}

To Whom It May Concem:

I have been unable to pay the full amount of the loan/debt noted above for the following reason(s):
(ENTER REASONS HERE)

Although I have an outstanding debt, I have the right to be treated by a collection agency with dignity and
respect The collection agency you've hired (as noted above), however, has engaged in the following
practices which violate the federal Fair Debt Collection Practices Act:

(ENTER COLLECTION AGENCY MISCONDUCT HERE)
I am willing to forego the legal remedies I have available, including a lawsuit in small claims court seeking
punitive damages against you and the agency, in exchange for your written promise to permanently cease
all efforts to collect this debt and remove all negative entries regarding this debt from my credit file. I
expect to hear from you immediately.

Sincerely.
{client_signature}",https://prnt.sc/252n3wh,https://prnt.sc/259thtf,,,
Debt Settlement Offer ,"{client_first_name} {client_last_name}

{client_address}

{creditor_name}

{creditor_address}

{creditor_city}, {creditor_state} {creditor_zip}

{curr_date}

Re: Debtor's Settiement

Re: Account number: {account_number}

To Whom It May Concem:

I understand that I owe a balance to your company. This letter is an offer to seftle the debt for less
because of my inability to pay the entire balance. Because of dire financial circumstances, [overwhelming
debt, loss of job, insurance settiement with limited funds, considering bankruptcy, borrowing the money,
iliness, loss of family member with income, etc. List your reason here as to why you are offering to pay
less.] I am only able to pay a portion of this debt.

I recognize you may be motivated as well, because of the age of the debt and my financial crisis. Dedlining
to work with me will only make matters worse for both of us.

You are claiming the amount owed on the account is $_ . Please accept my good faith offer to
settle this account under these following conditions ONLY:

The parties involved agree to settle the account in full for the sum of $_ and this amount is
accepted as complete and final payment on said debt. Full discharge and settlement of all monies due will
be created, provided that the amount agreed upon shall be paid as follows:
Payment terms: how debt will be paid, (i.e., three payments of $250.00 to be paid monthly on the 1st of
each month, 8 payments of $200.00 on the 1st of each month after execution of this agreement, etc.)
Payment address: where you will send payment each month.

Other terms: list specific arangements made, such as, creditor agrees to freeze the account without any
additional fees or interest added to the balance etc.

Credit reporting: list all account status terms you are requesting such as “paid in full"", ""deleted”, ""settied in
fulr’, ""settled for less”, etc.

Governing states: This agreement shall be binding under the laws of [list your state and the creditor’s
state].

If your office is in agreement with this settiement, please reply with confirmation on your company
letterhead and signed by an individual with the authority to accept such offers. Time is of the essence
because of my financial situation so please reply as soon as possible.

Kind regards,

{client_signature}

",https://prnt.sc/252n8uu  ,https://prnt.sc/252ngsv,,,
Debt Settlement Offer (Alternate 2) ,"{client_first_name} {client_last_name}
{client_address}
{creditor_name}
{creditor_address}
{creditor_city} {creditor_state} {creditor_zip}
Altn: Atin: Settiement Dept.
{curr_date}
Re: Debtor's Settlement Offer for Account Number: {account_number}
Dear Settiement Dept.
This is a settiement offer for {client_first_name} {client_last_name}, (Debtor) concerning a debt owed to
(Creditor), who claims the amount to be owed on Account Number:
{account_number} is S(AMOUNT).
Please accept this offer to settie this account under the following conditions:
The parties agree to settle the account in full for the sum of $(AMOUNT) and this amount is accepted as
full and total payment on said debt provided the following is met.
. {client_first_name} {client_last_name} will pay cashiers check of S(AMOUNT) if the debt is
considered paid in full and reported as such to the credit reporting agencies.
. The creditor agrees to freeze the account without any additional fees or interest being added to the
balance, provided debtor fulfills the agreed upon settlement obligations.

. The account is marked: (list status terms you are requesting such as “paid in full"", “settled in full"",
“Paid as agreed"", “settled for less”, “deleted” etc.)
This agreement shall be governed under the laws of (STATE), and shall be binding. If the above terms are
acceptable to (CREDITOR), please respond in writing, on your company letterhead, acknowledging your
acceptance and the terms as you agree to them.

As soon as I receive your acceptance of this offer, I will express mail a cashiers’ check.

Creditor name

Creditor: Title:

I agree to the terms listed above:  Yes,  No_

Creditor's Authorized Signature     Date

",https://prnt.sc/252nlzy  ,https://prnt.sc/252nqj3,,,Not Found
